Episode,Name,Sentence
Episode 3,jon snow,It's an improvement.
Episode 3,tyrion lannister,I'm looking at you. You've got an interesting face. Very distinctive faces. All of you.
Episode 3,tyrion lannister,"It's just I think they would look marvelous decorating spikes in King's Landing. Perhaps I'll write my sister, the Queen, about it."
Episode 3,jon snow,Everybody knew what this place was and no one told me. No one but you. My father knew and left me to rot here at the Wall all the same.
Episode 3,tyrion lannister,Grenn's father left him too... Outside a farmhouse when he was three. Pyp was caught stealing a wheel of cheese. His little sister hadn't eaten in three days. He was given a choice
Episode 3,jon snow,They hate me because I'm better than they are.
Episode 3,tyrion lannister,It's a lucky thing none of them were trained by a master-at-arms like your Ser Rodrik. I don't imagine any of them have ever held a real sword before they came here. Your brother Bran. He's woken up.
Episode 3,petyr baelish,The mere suggestion that the Queen's brother tried to kill your boy would be considered treason.
Episode 3,catelyn stark,We have proof. We have the blade.
Episode 3,petyr baelish,"Which Lord Tyrion will say was stolen from him. The only man who could say otherwise has no throat, thanks to your boy's wolf."
Episode 3,catelyn stark,Petyr has promised to help us find the truth. He's like a little brother to me. He would never betray my trust.
Episode 3,petyr baelish,"I'll try to keep you alive, for her sake. A fool's task, admittedly, but I've never been able to refuse your wife anything."
Episode 3,catelyn stark,I won't forget this. You're a true friend.
Episode 3,petyr baelish,Don't tell anyone. I have a reputation to maintain.
Episode 3,cersei lannister,How could you be so stupid?
Episode 3,jaime lannister,Calm down.
Episode 3,cersei lannister,He's a child... 10 years old. What were you thinking?
Episode 3,jaime lannister,I was thinking of us. You're a bit late to start complaining about it now. What has the boy told them?
Episode 3,cersei lannister,Nothing. He's said nothing. He remembers nothing.
Episode 3,jaime lannister,Then what are you raving about?
Episode 3,cersei lannister,What if it comes back to him? If he tells his father what he saw...
Episode 3,jaime lannister,We'll say he was lying. We'll say he was dreaming. We'll say whatever we like. I think we can outfox a 10-year-old.
Episode 3,cersei lannister,And my husband?
Episode 3,jaime lannister,I'll go to war with him if I have to. They can write a ballad about us
Episode 3,cersei lannister,Let me go.
Episode 3,jaime lannister,Never.
Episode 3,jaime lannister,"The boy won't talk. And if he does, I'll kill him. Him, Ned Stark, the King... the whole bloody lot of them, until you and I are the only people left in this world."
Episode 3,catelyn stark,I wish I could see the girls.
Episode 3,catelyn stark,Just for a moment.
Episode 3,catelyn stark,"I know they did it, Ned. The Lannisters. In my bones, I know it."
Episode 3,cersei lannister,And if you find the proof?
Episode 3,catelyn stark,"My temper? Gods be good, you nearly killed poor Littlefinger yesterday."
Episode 3,catelyn stark,Does he?
Episode 3,jaime lannister,One of the outlaws in the Brotherhood.
Episode 3,jaime lannister,You killed Simon Toyne with a counter riposte. Best move I ever saw.
Episode 3,jaime lannister,"I cut his head off, so no."
Episode 3,jaime lannister,"He said the same thing he'd been saying for hours... ""Burn them all."" If that's all, your Grace..."
Episode 3,jorah mormont,The Dothraki don't believe in money. Most of their slaves were given to them as gifts.
Episode 3,daenerys targaryen,From whom?
Episode 3,jorah mormont,"If you rule a city and you see the horde approaching, you have two choices"
Episode 3,daenerys targaryen,Tell them all to stop.
Episode 3,jorah mormont,You want the entire horde to stop? For how long?
Episode 3,daenerys targaryen,Until I command them otherwise.
Episode 3,jorah mormont,You're learning to talk like a Queen.
Episode 3,daenerys targaryen,Not a Queen. A Khaleesi.
Episode 3,daenerys targaryen,No!
Episode 3,daenerys targaryen,"Please please, don't hurt him. Tell him I don't want my brother harmed."
Episode 3,jorah mormont,"Shall we return to the Khalasar, Khaleesi?"
Episode 3,jon snow,You're leaving?
Episode 3,jon snow,What kind of reports?
Episode 3,jon snow,m ready. I won't let you down.
Episode 3,jon snow,But I'm better than every...
Episode 3,tyrion lannister,You're joking?
Episode 3,tyrion lannister,And how do a bear's balls taste?
Episode 3,tyrion lannister,"Do Dornish girls count? So you roam the Seven Kingdoms, collaring pickpockets and horse thieves and bringing them here as eager recruits?"
Episode 3,tyrion lannister,They have a better chance finding feed than glory.
Episode 3,tyrion lannister,"You don't have enough men to be an army and aside from Yoren here, none of you are particularly funny."
Episode 3,tyrion lannister,"Do you think I'm plump? Listen, Benjen... May I call you Benjen?"
Episode 3,tyrion lannister,I'm not sure what I've done to offend you. I have great admiration for the Night's Watch. I've great admiration for you as First Ranger.
Episode 3,tyrion lannister,"But... I don't believe that giants and ghouls and White Walkers are lurking beyond the Wall. I believe that the only difference between us and the wildlings is that when the Wall went up, our ancestors happened to live on the right side of it."
Episode 3,tyrion lannister,"I think he's starting to like me. ""Going below""?"
Episode 3,tyrion lannister,So you're heading down to King's Landing too.
Episode 3,tyrion lannister,Let's share the road. I could use some decent company.
Episode 3,tyrion lannister,Not this time. We'll be staying at the finest castles and inns. No one turns away a Lannister.
Episode 3,daenerys targaryen,What are you doing?
Episode 3,jorah mormont,"For a man on horseback, the curved blade is a good thing, easier to handle. It's a good weapon for a Dothrakan. But a man in full plate... the arakh won't get through the steel. That's where the broadsword has the advantage. Designed for piercing plate."
Episode 3,jorah mormont,Armor.
Episode 3,jorah mormont,Slow.
Episode 3,jorah mormont,"It's true, but it also keeps a man alive."
Episode 3,jorah mormont,I've heard that your father was a famous warrior.
Episode 3,jorah mormont,He still is. A man of great honor. And I betrayed him.
Episode 3,jorah mormont,I don't think she wants to eat dog.
Episode 3,jorah mormont,I'll have the boys butcher a goat for supper. I need to ride to Qohor.
Episode 3,jorah mormont,Don't worry. I'll catch you. The horde's easy to find.
Episode 3,jon snow,Don't stand so still. It's harder to hit a moving target. Except for you. You move too much. I could just hold my sword out and let you do the work for me.
Episode 3,tyrion lannister,"Eight... no, nine."
Episode 3,tyrion lannister,"They say the winter of my birth was three years long, Maester Aemon."
Episode 3,tyrion lannister,"Yes, and the fishermen of Lannisport say they see mermaids."
Episode 3,daenerys targaryen,It's a boy.
Episode 3,daenerys targaryen,I know.
Episode 3,jon snow,"I'm sorry to see you leave, Lannister."
Episode 3,tyrion lannister,It's either me or this cold. And it doesn't appear to be going anywhere.
Episode 3,jon snow,Will you stop at Winterfell on your way South?
Episode 3,tyrion lannister,I expect I will. Gods know there aren't many feather beds between here and King's Landing.
Episode 3,jon snow,"If you see my brother Bran, tell him I miss him. Tell him I'd visit if I could."
Episode 3,tyrion lannister,Of course.
Episode 3,jon snow,He'll never walk again.
Episode 3,tyrion lannister,"If you're going to be a cripple, it's better to be a rich cripple. Take care, Snow."
Episode 3,jon snow,"Farewell, My Lord."
Episode 3,arya stark,Who are you?
Episode 3,arya stark,It's too heavy.
Episode 3,arya stark,What if I drop it?
Episode 3,arya stark,I'm a girl.
Episode 3,arya stark,A needle.
Episode 4,theon greyjoy,We have visitors.
Episode 4,theon greyjoy,"Really? If I was cooped up all day with no one but this old bat for company, I'd go mad. Anyway, you don't have a choice. Robb's waiting."
Episode 4,theon greyjoy,"Neither do I. But Robb's Lord of Winterfell, which means I do what he says and you do what I say. Hodor! Help Bran down the hall."
Episode 4,tyrion lannister,I must say I received a slightly warmer welcome on my last visit.
Episode 4,robb stark,Any man of the Night's Watch is welcome at Winterfell.
Episode 4,tyrion lannister,"Any man of the Night's Watch, but not I, eh, boy?"
Episode 4,robb stark,"I'm not your boy, Lannister. I'm Lord of Winterfell while my father is away."
Episode 4,tyrion lannister,Then you might learn a lordo s courtesy.
Episode 4,tyrion lannister,So it's true. Hello Bran. Do you remember anything about what happened?
Episode 4,tyrion lannister,Curious.
Episode 4,robb stark,Why are you here?
Episode 4,tyrion lannister,Would your charming companion be so kind as to kneel? My neck is beginning to hurt.
Episode 4,tyrion lannister,"Do you like to ride, Bran?"
Episode 4,tyrion lannister,"What of it? With the right horse and saddle, even a cripple can ride."
Episode 4,tyrion lannister,Then I'm not a dwarf. My father will rejoice to hear it. I have a gift for you. Give that to your saddler. He'll provide the rest. You must shape the horse to the rider. Start with a yearling and teach it to respond to the reins and to the boy's voice.
Episode 4,tyrion lannister,You will. On horseback you will be as tall as any of them.
Episode 4,robb stark,Is this some kind of trick? Why do you want to help him?
Episode 4,tyrion lannister,"I have a tender spot in my heart for cripples, bastards and broken things."
Episode 4,robb stark,You've done my brother a kindness. The hospitality of Winterfell is yours.
Episode 4,tyrion lannister,"Spare me your false courtesies, Lord Stark. There's a brothel outside your walls. There I'll find a bed and both of us can sleep easier."
Episode 4,theon greyjoy,"Couldn't resist some northern ass? If you like redheads, ask for Ros."
Episode 4,tyrion lannister,"Come to see me off, Greyjoy? Kind of you. Your master doesn't seem to like Lannisters."
Episode 4,theon greyjoy,He's not my master.
Episode 4,tyrion lannister,"No, of course not. What happened here? Where is lady Stark? Why didn't she receive me?"
Episode 4,theon greyjoy,She wasn't feeling well.
Episode 4,tyrion lannister,"She's not in Winterfell, is she? Where did she go?"
Episode 4,theon greyjoy,My lady's whereabouts...
Episode 4,tyrion lannister,"My lady? Your loyalty to your captors is touching. Tell me, how do you think Balon Greyjoy would feel if he could see his only surviving son has turned lackey? I still remember seeing my father's fleet burn in Lannisport. I believe your uncles were responsible?"
Episode 4,theon greyjoy,Must have been a pretty sight.
Episode 4,tyrion lannister,"Nothing prettier than watching sailors burn alive. Yes, a great victory for your people. Shame how it all turned out."
