Sentence,Label
It's either me or this cold. And it doesn't appear to be going anywhere.,tyrion lannister
Will you stop at Winterfell on your way South?,jon snow
I expect I will. Gods know there aren't many feather beds between here and King's Landing.,tyrion lannister
"If you see my brother Bran, tell him I miss him. Tell him I'd visit if I could.",jon snow
Of course.,tyrion lannister
He'll never walk again.,jon snow
"If you're going to be a cripple, it's better to be a rich cripple. Take care, Snow.",tyrion lannister
"Farewell, My Lord.",jon snow
Who are you?,arya stark
It's too heavy.,arya stark
What if I drop it?,arya stark
I'm a girl.,arya stark
A needle.,arya stark
We have visitors.,theon greyjoy
"Really? If I was cooped up all day with no one but this old bat for company, I'd go mad. Anyway, you don't have a choice. Robb's waiting.",theon greyjoy
"Neither do I. But Robb's Lord of Winterfell, which means I do what he says and you do what I say. Hodor! Help Bran down the hall.",theon greyjoy
I must say I received a slightly warmer welcome on my last visit.,tyrion lannister
Any man of the Night's Watch is welcome at Winterfell.,robb stark
"Any man of the Night's Watch, but not I, eh, boy?",tyrion lannister
"I'm not your boy, Lannister. I'm Lord of Winterfell while my father is away.",robb stark
Then you might learn a lordo s courtesy.,tyrion lannister
So it's true. Hello Bran. Do you remember anything about what happened?,tyrion lannister
Curious.,tyrion lannister
Why are you here?,robb stark
Would your charming companion be so kind as to kneel? My neck is beginning to hurt.,tyrion lannister
"Do you like to ride, Bran?",tyrion lannister
"What of it? With the right horse and saddle, even a cripple can ride.",tyrion lannister
Then I'm not a dwarf. My father will rejoice to hear it. I have a gift for you. Give that to your saddler. He'll provide the rest. You must shape the horse to the rider. Start with a yearling and teach it to respond to the reins and to the boy's voice.,tyrion lannister
You will. On horseback you will be as tall as any of them.,tyrion lannister
Is this some kind of trick? Why do you want to help him?,robb stark
"I have a tender spot in my heart for cripples, bastards and broken things.",tyrion lannister
You've done my brother a kindness. The hospitality of Winterfell is yours.,robb stark
"Spare me your false courtesies, Lord Stark. There's a brothel outside your walls. There I'll find a bed and both of us can sleep easier.",tyrion lannister
"Couldn't resist some northern ass? If you like redheads, ask for Ros.",theon greyjoy
"Come to see me off, Greyjoy? Kind of you. Your master doesn't seem to like Lannisters.",tyrion lannister
He's not my master.,theon greyjoy
"No, of course not. What happened here? Where is lady Stark? Why didn't she receive me?",tyrion lannister
She wasn't feeling well.,theon greyjoy
"She's not in Winterfell, is she? Where did she go?",tyrion lannister
My lady's whereabouts...,theon greyjoy
"My lady? Your loyalty to your captors is touching. Tell me, how do you think Balon Greyjoy would feel if he could see his only surviving son has turned lackey? I still remember seeing my father's fleet burn in Lannisport. I believe your uncles were responsible?",tyrion lannister
Must have been a pretty sight.,theon greyjoy
"Nothing prettier than watching sailors burn alive. Yes, a great victory for your people. Shame how it all turned out.",tyrion lannister
We were outnumbered 10 to one.,theon greyjoy
"A stupid rebellion then. I suppose your father realized that when your brothers died in battle. Now here you are, your enemy's squire.",tyrion lannister
"Careful, Imp.",theon greyjoy
"I've offended you. Forgive me, it's been a rough morning. Anyway, don't despair. I'm a constant disappointment to my own father and I've learned to live with it. Your next tumble with Ros is on me. I'll try not to wear her out.",tyrion lannister
"Leg, shoulder, leg. Left foot forward. Good. Now pivot as you deliver the stroke. Put all your weight behind it.",jon snow
Enough! He yielded.,jon snow
Are you sure you want to do this?,jon snow
I've had worse.,jon snow
"It's not going to get any easier, you know? You'll have to defend yourself.",jon snow
The Wall's no place for cowards.,jon snow
Vaes Dothrak. The city of the horselords.,jorah mormont
These are my people now. You shouldn't call them savages.,daenerys targaryen
"If my brother was given an army of Dothraki, could you conquer the Seven Kingdoms?",daenerys targaryen
The Dothraki have never crossed the Narrow Sea. They fear any water their horses can't drink.,jorah mormont
But if they did?,daenerys targaryen
"King Robert is fool enough to meet them in open battle, but the men advising him are different.",jorah mormont
And you know these men?,daenerys targaryen
"I fought beside them once, long ago. Now Ned Stark wants my head. He drove me from my land.",jorah mormont
You sold slaves.,daenerys targaryen
Aye.,jorah mormont
Why?,daenerys targaryen
I had no money and an expensive wife.,jorah mormont
And where is she now?,daenerys targaryen
"In another place, with another man.",jorah mormont
What if I have a girl?,sansa stark
What if I only have girls?,sansa stark
"Jeyne Poole's mother had five children, all of them girls.",sansa stark
But what if?,sansa stark
And everyone would hate me.,sansa stark
Joffrey does.,sansa stark
Please shut up about it.,sansa stark
Aegon the Conqueror.,sansa stark
Maegor the Cruel.,sansa stark
"My grandfather and uncle were murdered here, weren't they?",sansa stark
The Mad King.,sansa stark
Why were they killed?,sansa stark
"I don't want to speak to my father, ever.",sansa stark
"No, I won't.",sansa stark
Dreadful.,varys
I will?,petyr baelish
"The realm prospers from such events, my Lord. They give the great a chance at glory, and the lowly a respite from their woes.",varys
And every inn in the city is full and the whores are walking bow-legged.,petyr baelish
Syrio says a water dancer can stand on one toe for hours.,arya stark
Syrio says every hurt is a lesson and every lesson makes you better. Tomorrow I'm going to be chasing cats.,arya stark
He says every swordsman should study cats. They're quiet as shadows and as light as feathers. You have to be quick to catch them.,arya stark
Now that Bran's awake will he come live with us?,arya stark
"He wants to be a knight of the King's Guard. He can't be one now, can he?",arya stark
Can I be Lord of a holdfast?,arya stark
No. That's not me.,arya stark
Come stand by the fire. It's warmer.,jon snow
You're not. You're freezing.,jon snow
"You can't fight. You can't see. You're afraid of heights and almost everything else probably. What are you doing here, Sam?",jon snow
"Yes, he is.",jon snow
Well… You can't get any worse.,jon snow
I hear you're reading a boring book.,petyr baelish
"He never stops. Do you know Ser Hugh of the Vale? Not surprising. Until recently, he was only a squire... Jon Arryn's squire. He was knighted almost immediately after his master's untimely death.",petyr baelish
I promised Cat that I'd help you.,petyr baelish
A singularly bad idea. Do you see that boy there? One of Varys's little birds. The Spider has taken a great interest in your comings and goings. Now look there. That one belongs to the Queen. And do you see that Septa pretending to read her book?,petyr baelish
No. She's one of mine. Is there someone in your service whom you trust completely?,petyr baelish
"The wiser answer was no, my Lord. Get a message to this paragon of yours... Discreetly. Send him to question Ser Hugh. After that, you might want him to visit a certain armorer in the city. He lives in a large house at the top of the street of Steel.",petyr baelish
"I have my observers, as I said, and it's possible that they saw Lord Arryn visit this armorer several times in the weeks before his death.",petyr baelish
Distrusting me was the wisest thing you've done since you climbed off your horse.,petyr baelish
Listen. Do you hear them? How many do you think are in there with him? Guess.,jaime lannister
He likes to do this when I'm on duty... He makes me listen as he insults my sister.,jaime lannister
Why do I have to forgive you? Have you wronged me?,jaime lannister
"Have we? Strange, I've forgotten.",jaime lannister
That's where you got your scar?,jaime lannister
Vicious sons of whores.,jaime lannister
They stopped liking it at the end. That was a proper battle. D'you remember Thoros of Myr charging through the breach?,jaime lannister
I saw the youngest of the Greyjoy lads at Winterfell. It was like seeing a shark on a mountaintop.,jaime lannister
